Condition,google_product_category,store_code,vehicle_fulfillment(option:store_code),Brand,Model,Year,Color,Mileage,VIN,Price,image_link,link_template
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	MALIBU		        			    ",2018,"
						            	Red		        			    ","85550 miles",1G1ZD5ST8JF204262,"12,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/1G1ZD5ST8JF204262-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-chevrolet-malibu-lt-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	DODGE		        			    ","
						            	GRAN CARAVAN		        			    ",2020,"
						            	Red		        			    ","81802 miles",2C4RDGEG0LR199040,"17,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/2C4RDGEG0LR199040-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-dodge-grand-caravan-gt-mini-van/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	FORTE		        			    ",2019,"
						            	Black		        			    ","107385 miles",KNAE15LA7K6064277,"19,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/KNAE15LA7K6061277-01-850x550.jpg,https://premiumcarsfl.com/listing/2016-toyota-corolla-le-4dr-sedan-2/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	COROLLA		        			    ",2016,"
						            	Black		        			    ","111509 miles",2T1BURHE7GC693876,"10,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/2T1BURHE7GC693876-01-850x550.jpg,https://premiumcarsfl.com/listing/2016-toyota-corolla-le-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	AUDI		        			    ",,2018,"
						            	Silver		        			    ","75737 miles",JN1EV7AR5JM440581,"16,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/JNTEV7AR5JM440581-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-infiniti-q50-luxe-awd-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HONDA		        			    ","
						            	ACCORD		        			    ",2019,"
						            	White		        			    ","146782 miles",1HGCV1F39KA126510,"14,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/1HGCV1F39KA126510-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-honda-accord-sport-4dr-seda/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	F150		        			    ",2019,"
						            	Gray		        			    ","98980 miles",1FTEX1CB6KKD98200,"30,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/1FTEX1CB6KKD98200-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-ford-f-150-xlt-4x2-supercab/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	TAHOE		        			    ",2020,"
						            	Black		        			    ","114912 miles",1GNSCBKC8LR149654,"32,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/1GNSCBKC8LR149654-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-chevrolet-tahoe-lt-4x2-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	MALIBU		        			    ",2013,"
						            	Gold		        			    ","126340 miles",1G11B5SA0DF143964,"5,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/1GT1BSSAC0FIA0USA-01-850x550.jpg,https://premiumcarsfl.com/listing/2013-chevrolet-malibu-ls-sedan-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	DODGE		        			    ","
						            	Dart		        			    ",2015,"
						            	Black		        			    ","125990 miles",1C3CDFAA9FD432538,"5,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/1C3CDFAA9FD432538-01-850x550.jpg,https://premiumcarsfl.com/listing/2015-dodge-dart-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	DODGE		        			    ",,2017,"
						            	Gray		        			    ","102637 miles",1C4RDHDG9HC672182,"18,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/1C4RDHDG9HC672182-01-850x550.jpg,https://premiumcarsfl.com/listing/2015-ford-focus-se-4dr-sedan-2/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	RAV4		        			    ",2017,"
						            	Blue		        			    ","74542 miles",JTMZFREV0HJ144636,"16,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/JTMZFREV0HJ144636-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-toyota-rav4-le-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	SOUL		        			    ",2020,"
						            	Red		        			    ","45643 miles",KNDJ23AU7L7721994,"14,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/CNDI23AU7L7721994-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-kia-soul-s-wagon-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	CAMRY		        			    ",2021,"
						            	White		        			    ","48700 miles",4T1C11AK3MU562291,"18,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/4T1C11AK3MU562291-01-850x550.jpg,https://premiumcarsfl.com/listing/2021-toyota-camry-le-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	AUDI		        			    ",,,"
						            	White		        			    ","111336 miles",2C4RC1GG3JR170772,"18,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/2C4RC1GG3JR170772-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-chrysler-pacifica-limited-4dr-mini-van/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	SUBARU		        			    ","
						            	IMPREZA		        			    ",2015,"
						            	Black		        			    ","113053 miles",JF1GJAC65FH002506,"7,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/JFIGJAC65FH002506-01-850x550.jpg,https://premiumcarsfl.com/listing/2015-subaru-impreza-2-0i-premium-awd-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	COROLLA		        			    ",2020,,"48066 miles",SYFEPRAE8LP133518,"16,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/SYFEPRAE8LP133518-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-toyota-corolla-le-sedan-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	COROLLA		        			    ",2018,"
						            	Blue		        			    ","95884 miles",5YFBURHE7JP825154,"14,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/5YFBURHE7JP825154-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-toyota-corolla-se-4dr-sedan-cvt/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	SENTRA		        			    ",2021,"
						            	Gray		        			    ","33014 miles",3N1AB8CV4MY318013,"18,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/3N1AB8CV4MY318013-01-850x550.jpg,https://premiumcarsfl.com/listing/2021-nissan-sentra-sv-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	PATHFINDER		        			    ",2015,"
						            	Blue		        			    ","96911 miles",5N1AR2MM7FC710602,"10,995",https://premiumcarsfl.com/wp-content/uploads/2023/10/5N1AR2MM7FC710602-01-850x550.jpg,https://premiumcarsfl.com/listing/2015-nissan-pathfinder-s-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	F150		        			    ",2017,"
						            	White		        			    ","81889 miles",1FTMF1C82HKC27536,"16,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/IFTMFICA2HKC27536-01-1-850x550.jpg,https://premiumcarsfl.com/listing/2017-ford-f-150-xl-4x2-2dr-regular-cab-8-ft-lb/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	FUSION		        			    ",2018,"
						            	Black		        			    ","108383 miles",3FA6P0D93JR155177,"12,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/3FA6P0D93JR155177-01-850x550.jpg,https://premiumcarsfl.com/listing/8995/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	AUDI		        			    ","
						            	GRAN CARAVAN		        			    ",2018,"
						            	White		        			    ","112306 miles",2C4RDGEG1JR240966,"10,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/2C4RDGEG1JR240966-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-dodge-grand-caravan-gt-4dr-mini-van/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	MERCEDES BENZ		        			    ",,2017,"
						            	Silver		        			    ","58114 miles",WDDSJ4EB2HN469067,"19,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/WDDSJ4EBZHN469067-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-mercedes-benz-cla-250/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	RAV4		        			    ",2017,"
						            	Silver		        			    ","68220 miles",2T3WFREV4HW391081,"16,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/2T3WFREV4HW391081-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-toyota-rav4-xle-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	FUSION		        			    ",2019,"
						            	White		        			    ","41119 miles",3FA6P0G78KR128326,"16,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/3FAGP0G78KR128326-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-ford-fusion-s-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	KICKS		        			    ",2021,"
						            	White		        			    ","50200 miles",3N1CP5DV7ML489536,"17,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/3N1CP5DV7ML489536-01-850x550.jpg,https://premiumcarsfl.com/listing/2021-nissan-kicks-sr-4dr-crossover/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HONDA		        			    ","
						            	ACCORD		        			    ",2018,"
						            	Silver		        			    ","148978 miles",1HGCV1F34JA178626,"13,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/1HGCV1F34JA178626-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-honda-accord-sport-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	VERSA		        			    ",2020,"
						            	Black		        			    ","67003 miles",3N1CN8DV0LL914522,"12,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/3N1CN8DV0LL914522-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-nissan-versa-s-4dr-sedan-cvt-2/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HONDA		        			    ","
						            	CIVIC		        			    ",2018,"
						            	Silver		        			    ","64976 miles",19XFC2F56JE016289,"13,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/19XFC2F56JE016289-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-honda-civic-lx-4dr-sedan-cvt/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HYUNDAI		        			    ","
						            	SANTA FE		        			    ",2008,"
						            	Red		        			    ","154011 miles",5NMSG13D88H149972,"3,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/2008HYUNDAISANTAFE-P149972-01-850x550.jpg,https://premiumcarsfl.com/listing/2008-hyundai-santa-fe-gls-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	MITSUBISHI		        			    ",,2017,"
						            	Red		        			    ","42106 miles",ML32F3FJ8HHF05909,"7,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/2012MITSUBISHIMIRAGEG4-PF05909-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-mitsubishi-mirage-g4-es-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	RIO		        			    ",2019,"
						            	Black		        			    ","120726 miles",3KPA24AB7KE186717,"7,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/3KPA24AB7KE186717-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-kia-rio-lx-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	CRUZE		        			    ",2014,"
						            	Silver		        			    ","94988 miles",1G1PE5SB6E7311452,"6,995",https://premiumcarsfl.com/wp-content/uploads/2023/10/1G1PE5SB6E7311452-01-850x550.jpg,https://premiumcarsfl.com/listing/2014-chevrolet-cruze-2lt-auto/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	COROLLA		        			    ",2021,"
						            	Red		        			    ","64947 miles",5YFEPMAE9MP185762,"16,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/5YFEPMAE9MP185762-01-850x550.jpg,https://premiumcarsfl.com/listing/2021-toyota-corolla-le-4dr-sedan-3/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	4RUNNER		        			    ",2013,"
						            	Black		        			    ","147791 miles",JTEZU5JR0D5050598,"17,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/JTEZU5JR0D5050598-01-850x550.jpg,https://premiumcarsfl.com/listing/8401/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HONDA		        			    ","
						            	CIVIC		        			    ",2020,"
						            	White		        			    ","44340 miles",2HGFC2F62LH546471,"17,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/2020HONDACIVIC-P546471-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-honda-civic-lx-4dr-sedan-cvt/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HONDA		        			    ","
						            	CIVIC		        			    ",2020,"
						            	White		        			    ","46696 miles",2HGFC2F82LH578046,"18,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/2HGFC2F82LH578046-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-honda-civic-sport-4dr-sedan-cvt-2/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	ESCAPE		        			    ",2013,"
						            	White		        			    ","115726 miles",1FMCU0GX5DUA80412,"6,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/FORDESCAPE2013-A80412-01-850x550.jpg,https://premiumcarsfl.com/listing/2013-ford-escape-se-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	FORTE		        			    ",2016,"
						            	Blue		        			    ","101046 miles",KNDMB5C17G6151518,"7,995",https://premiumcarsfl.com/wp-content/uploads/2023/10/KIASEDONA2016-P6151518-01-850x550.jpg,https://premiumcarsfl.com/listing/2016-kia-sedona-lx-4dr-mini-van/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HONDA		        			    ","
						            	ACCORD		        			    ",2020,"
						            	Gray		        			    ","64938 miles",1HGCV1F10LA102080,"18,995",https://premiumcarsfl.com/wp-content/uploads/2023/10/HONDAACCORD-2020-P102080-01-1-850x550.jpg,https://premiumcarsfl.com/listing/2020-honda-accord-lx-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	ROGUE		        			    ",2013,"
						            	Silver		        			    ","115198 miles",JN8AS5MTXDW541791,"5,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/2013NissanRogue-P541791-2701-850x550.jpg,https://premiumcarsfl.com/listing/2013-nissan-rogue-s-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	RAM		        			    ",,2016,"
						            	White		        			    ","152696 miles",1C6RR7GG8GS228424,"13,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/RAM1500-1026-P228424-01-1-850x550.jpg,https://premiumcarsfl.com/listing/2016-ram-1500-slt-4x4-4dr-quad-cab-6-3-ft-sb-pickup/?store=xpremium
